Date,Price,Open,High,Low,Vol.,Change %
01/02/2008,908.3512810765297,900.1294034459469,915.7644512957702,888.99734842235,148.37K,0.00%
01/03/2008,899.5213787489332,902.7525980935114,907.4270285737108,893.2448741779777,113.68K,-0.97%
01/04/2008,888.6443941496375,897.9832155493377,903.6822248185797,881.8774353810342,137.27K,-1.21%
01/07/2008,906.0269559566817,888.971175872443,910.902384071714,875.8449541657541,126.38K,1.96%
01/08/2008,927.5111366123285,909.8437342385703,930.8113850494045,903.0601287647463,129.07K,2.37%
01/09/2008,906.3050537218261,923.5698885471082,930.2833884160882,902.6140433649583,96.27K,-2.29%
01/10/2008,890.4998925197082,905.3170468083595,914.4144661977668,890.4998925197082,107.99K,-1.74%
01/11/2008,902.6869144875571,901.2786769769957,909.6240538169376,894.7599699235536,75.62K,1.37%
01/14/2008,914.0507698366665,906.8902965623778,924.3479490257178,903.9837778796048,100.19K,1.26%
01/15/2008,915.4066495096994,912.6364055486799,923.2312062890796,906.9184024744821,77.40K,0.15%
01/16/2008,811.0226807220664,842.8465109631363,843.5784990360836,794.0971141327997,197.50K,-11.40%
01/17/2008,808.2623756429039,810.7102227711258,813.6456226576272,793.9698341957945,126.78K,-0.34%
01/18/2008,803.4872755230331,804.9554906786126,819.6186013801242,798.5610591366701,132.05K,-0.59%
01/22/2008,801.4101301405026,800.0028213701928,824.1916138559494,793.7506501517371,176.92K,-0.26%
01/23/2008,802.7886897775525,816.5281692700903,822.9799249272176,800.1895130543406,145.82K,0.17%
01/24/2008,791.8354794504903,806.4189227382976,809.671322006905,779.1685436599028,208.82K,-1.36%
01/25/2008,761.9519735985514,781.4880485288568,788.5219872636914,755.2641051054937,208.45K,-3.77%
01/28/2008,745.1829738777233,755.807662061274,762.7213369259761,738.7907006118623,185.68K,-2.20%
01/29/2008,765.0073704561544,752.3139763563439,770.6515837011088,748.6859681132868,150.63K,2.66%
01/30/2008,786.5521145761326,773.0918189177617,791.5704743561402,767.6790106722372,169.09K,2.82%
01/31/2008,740.3210024078523,729.7440009787438,756.7359885908361,724.7236514759395,98.87K,-5.88%
02/01/2008,754.4315435760233,747.3844761613575,775.7529861101721,736.0227678961857,117.90K,1.91%
02/04/2008,738.3114602907839,756.5915308781365,778.2328513795616,732.2294042126448,114.34K,-2.14%
02/05/2008,718.3277958800455,736.050784278659,740.4179856693294,716.903976174769,96.73K,-2.71%
02/06/2008,726.7234688927474,725.922904462914,740.0127659028876,721.9462557618966,70.31K,1.17%
02/07/2008,758.1368726788442,723.2420602296767,770.1582318240332,722.8987199620389,114.50K,4.32%
02/08/2008,742.5271321550616,770.4505443262113,770.4505443262113,736.0125518710885,112.65K,-2.06%
02/11/2008,730.9998797629003,737.8099920301379,760.4543059366013,729.017618105689,120.93K,-1.55%
02/12/2008,734.7847630966746,735.0526484429975,745.5976855778565,726.1003507744927,82.89K,0.52%
02/13/2008,746.0154967921642,740.4549158879847,769.6323642060805,739.2971379266667,119.40K,1.53%
02/14/2008,895.0391297470776,890.8585833963094,897.3315830547599,888.2210235070465,83.08K,19.98%
02/15/2008,876.6116227074907,897.2457222984993,897.2457222984993,870.9622890824176,118.11K,-2.06%
02/19/2008,867.0056366588327,872.6108656545716,880.3986123690541,864.25532858914,133.21K,-1.10%
02/20/2008,851.3457763056675,879.5110943805698,883.9037568417048,850.5781662495576,142.83K,-1.81%
02/21/2008,859.647681997084,853.2509363789483,862.1012766517655,846.1060790367397,103.60K,0.98%
02/22/2008,874.1520405436122,857.2130188237053,876.4133999106297,857.2130188237053,83.72K,1.69%
02/25/2008,878.3440029913427,875.6828150023982,883.9486179969399,874.0988170482851,108.03K,0.48%
02/26/2008,872.7617845638624,876.199574167299,882.8240766040047,863.9040203979661,99.98K,-0.64%
02/27/2008,882.8237281578517,868.8834582398963,888.7567976159831,866.6696934126049,123.11K,1.15%
02/28/2008,886.1653455799245,884.4687406097559,891.9384558235406,869.7525942130474,116.62K,0.38%
02/29/2008,883.6882953658909,884.8733934024596,890.4116175861661,880.0924408994633,89.45K,-0.28%
03/03/2008,868.7181829437344,884.8541875254825,887.1074384587967,859.5501209565194,141.56K,-1.69%
03/04/2008,866.7581448393145,867.339553766262,871.4010176986893,858.6136017602444,94.94K,-0.23%
03/05/2008,880.8907020683007,864.6407139812158,888.6674704083518,862.1667846720582,149.38K,1.63%
03/06/2008,899.7780362988533,882.650040901973,906.3168221664037,879.6716164849748,139.91K,2.14%
03/07/2008,906.4109811891769,904.474121255099,914.673981121556,899.9012223471005,97.21K,0.74%
03/10/2008,919.4220647839784,905.9596043118172,924.7494879718787,902.7921874682914,133.35K,1.44%
03/11/2008,928.0096510605163,920.5377823721881,932.3429417710981,917.3775079883878,141.23K,0.93%
03/12/2008,918.7412257891838,934.1616226663293,935.510869725397,918.014877407332,143.90K,-1.00%
03/13/2008,925.8538349254358,923.3010365586787,930.2891214884525,915.1197774982321,143.90K,0.77%
03/14/2008,1100.9814105519627,1097.639478044689,1113.387808278968,1096.5463421502102,137.53K,18.92%
03/17/2008,1101.9122074861452,1101.9018482228967,1107.321386016338,1097.2427017534762,146.66K,0.08%
03/18/2008,1112.9276002637882,1106.0856268384025,1119.619867648737,1106.0856268384025,153.62K,1.00%
03/19/2008,1106.5740381947678,1116.823128894174,1124.7681382307858,1102.836715389577,168.53K,-0.57%
03/20/2008,1115.0721738013215,1104.9329601084476,1117.4495000740624,1100.3359063026778,149.13K,0.77%
03/24/2008,1138.8484405376207,1118.165299235214,1145.7632168834211,1118.165299235214,188.59K,2.13%
03/25/2008,1139.2082373578878,1139.0534713235343,1144.522895991762,1128.0718402195457,143.71K,0.03%
03/26/2008,1142.83137957025,1140.4777473927647,1153.6123795408575,1136.97383852692,180.28K,0.32%
03/27/2008,1140.6988538814096,1144.7933362392764,1147.1207538546544,1130.3715830486642,194.98K,-0.19%
03/28/2008,1147.3495387692847,1143.78831028365,1150.3838602915932,1131.1102337799075,173.74K,0.58%
03/31/2008,860.1489071888786,838.3984525244142,866.6706819132143,838.207211418399,137.80K,-25.03%
04/01/2008,868.1826988571968,861.0767755857652,873.1471923986383,856.1853188747241,136.25K,0.93%
04/02/2008,865.7542330667978,864.7887892651655,869.5694834573336,857.4493500517357,122.76K,-0.28%
04/03/2008,860.8591551922914,862.0695901624408,868.6384961278167,856.4495015640807,89.73K,-0.57%
04/04/2008,880.3541198967274,859.5234879104219,883.1984164390183,859.5234879104219,125.47K,2.26%
04/07/2008,881.5082682683537,879.1629056408241,893.9491209390576,874.6476925437973,137.27K,0.13%
04/08/2008,894.3932503642105,882.6975344086038,897.5596224588428,867.3562064730412,180.84K,1.46%
04/09/2008,897.0589493107605,896.9239299465462,900.1231799483876,889.1581667971573,125.40K,0.30%
04/10/2008,901.3924650299654,900.3552343903611,916.2045373990503,893.2777414548609,135.00K,0.48%
04/11/2008,902.078444271438,904.2279575963595,916.5093979866474,887.97163803609,166.33K,0.08%
04/14/2008,928.5773934149854,933.6684594508392,935.2568791447015,923.8797769325067,101.35K,2.94%
04/15/2008,913.6345733907933,929.0507763950103,940.5259049813243,907.8076844083308,186.32K,-1.61%
04/16/2008,908.8788883295144,912.0587910963858,917.8916806280906,895.7499007309672,123.84K,-0.52%
04/17/2008,891.3775173553274,907.2703123040986,911.4520020165854,888.9324799092499,152.82K,-1.93%
04/18/2008,904.7468273874598,892.1453114241967,911.7936799004947,890.1813822923552,124.14K,1.50%
04/21/2008,910.7135946958217,903.2458068281609,914.8472048807822,900.7061036864299,123.22K,0.66%
04/22/2008,922.3221441012703,913.7516958257983,927.6677363874451,911.4423554908018,98.05K,1.27%
04/23/2008,927.3233293742595,922.9229633754466,930.1133523869983,919.9829590083358,87.88K,0.54%
04/24/2008,911.8007242941924,927.5986025415887,927.5986025415887,905.9396135498076,122.52K,-1.67%
04/25/2008,911.4197788724279,909.6023199482919,914.3228907638858,898.9049006682823,108.82K,-0.04%
04/28/2008,1085.8515031466084,1092.381811848771,1098.8508457751955,1074.4322294589347,182.49K,19.14%
04/29/2008,1094.624524402839,1088.6724444467588,1096.0089673223524,1079.3793839321172,99.75K,0.81%
04/30/2008,1103.4397438475262,1090.2607455896725,1104.8469929664466,1087.7416085984084,56.91K,0.81%
05/01/2008,1108.5199273081491,1106.6116871592656,1114.4715094590842,1105.4895922600706,73.19K,0.46%
05/02/2008,1096.2477205924413,1110.3928946820647,1110.5302638075661,1096.2477205924413,97.22K,-1.11%
05/05/2008,1094.6050369437648,1098.108146221945,1098.108146221945,1085.8265799659675,91.65K,-0.15%
05/06/2008,1096.5653216042158,1093.9578736195283,1106.0847453983306,1093.9578736195283,64.59K,0.18%
05/07/2008,808.9824645777463,776.2397336185613,812.596460103658,775.6555064870394,112.53K,-26.23%
05/08/2008,825.2403885157396,809.4778888443998,834.7044180881189,802.084496680753,104.53K,2.01%
05/09/2008,821.3302601320776,819.5053209218706,829.7214077097076,807.1302983731453,91.99K,-0.47%
05/12/2008,837.5422467151012,824.720076759633,843.3028226026943,819.5239703867164,93.68K,1.97%
05/13/2008,842.5073805852256,837.8488314344249,861.0180798431768,829.9671521136123,94.90K,0.59%
05/14/2008,868.1214825196752,860.4035591979582,883.6951622724922,847.87954158951,149.54K,3.04%
05/15/2008,860.2764724153323,866.5354061518574,880.4783883788937,848.5145785294031,116.59K,-0.90%
05/16/2008,838.8463377570589,853.7159571391946,854.7830518936295,829.2399075465986,73.52K,-2.49%
05/19/2008,847.1170163804136,840.6436890740055,853.5280816331714,835.4549273675951,54.71K,0.99%
05/20/2008,838.2385159617905,849.9062766425303,849.9062766425303,830.0581572285793,48.85K,-1.05%
05/21/2008,959.7110378258417,950.7512960781045,964.774656051304,948.9083354968019,87.23K,14.49%
05/22/2008,951.1747056465368,956.6879344476931,962.2641857689866,946.2142566000698,73.13K,-0.89%
05/23/2008,956.4217407674096,950.8984288608513,957.7176283237304,947.550544204102,93.24K,0.55%
05/26/2008,978.2240520552264,958.3674786022771,982.3168831324621,951.7589674087357,155.93K,2.28%
05/27/2008,997.8513592339199,979.8069449604425,998.868215614642,976.9603576031442,163.80K,2.01%
05/28/2008,997.5043344723674,993.307373275157,997.5676156791682,989.014102288692,117.55K,-0.03%
05/29/2008,1000.7741455758697,997.2308019739047,1010.0990514816436,994.39356206617,165.00K,0.33%
05/30/2008,996.8651435836597,997.0815789218469,1005.4949242393692,987.8904910060189,126.49K,-0.39%
