timestamp,coin,action,side,quantity,price,profit_target,stop_loss,leverage,confidence,pnl,balance_after,reason,confluence_tags,trigger_tags,reasoning_categories
2020-02-03T00:00:00+00:00,GOLD,ENTRY,long,0.5505843624199771,1581.727663945846,1620.8942789169191,1563.5651430270768,10.0,0,0,912.6730577701553,"SMC Scalping Long. Trigger: OB Low $1564.60, Target: $1620.89, Stop: $1563.57 | TYPE A Phase 1 | Fees: $0.24",SMC_scalping;OB_FVG_limit;Bullish Continuation,OB_mitigation,SMC;Scalping;Wyckoff_Markup
2020-02-04T00:00:00+00:00,GOLD,CLOSE,long,0.5505843624199771,1561.2676235630602,0,0,10.0,0,-11.740861404770174,988.0196481029515,"Stop loss hit | TYPE A Phase 1 | Closed 0.5506, Remaining 0.0000 | Gross: $-11.26 | Fees: $0.48",,,
2020-02-17T00:00:00+00:00,GOLD,ENTRY,long,0.4211269437846221,1605.552741993701,1639.4476398740185,1582.0914160755888,10.0,0,0,920.2195572530555,"SMC Scalping Long. Trigger: BOS Bullish Breakout (Vol Ratio 2.8x), Target: $1639.45, Stop: $1582.09 | TYPE A Phase 1 | Fees: $0.19",SMC_scalping;BOS_breakout;Bullish Continuation,BOS_breakout,SMC;Scalping;Wyckoff_Markup
2020-02-18T00:00:00+00:00,GOLD,CLOSE,long,0.4211269437846221,1580.082423654116,0,0,10.0,0,-11.095165439934412,976.7385437452039,"Stop loss hit | TYPE A Phase 1 | Closed 0.4211, Remaining 0.0000 | Gross: $-10.73 | Fees: $0.37",,,
2020-02-27T00:00:00+00:00,GOLD,ENTRY,long,0.3210607802969712,1644.9917870513245,1687.3,1614.5695553841072,10.0,0,0,923.7790699265715,"SMC Scalping Long. Trigger: BOS Bullish Breakout (Vol Ratio 11.3x), Target: $1687.30, Stop: $1614.57 | TYPE A Phase 1 | Fees: $0.15",SMC_scalping;BOS_breakout;Bullish Continuation,BOS_breakout,SMC;Scalping;Wyckoff_Markup
2020-02-28T00:00:00+00:00,GOLD,CLOSE,long,0.3210607802969712,1611.625385452339,0,0,10.0,0,-11.000175246968833,965.5931293528835,"Stop loss hit | TYPE A Phase 1 | Closed 0.3211, Remaining 0.0000 | Gross: $-10.71 | Fees: $0.29",,,
2020-02-28T00:00:00+00:00,GOLD,ENTRY,long,1.1453243614472328,1569.6393829762299,1622.3542595245963,1561.208643511885,10.0,0,0,785.3241267403129,"SMC Scalping Long. Trigger: OB Low $1562.60, Target: $1622.35, Stop: $1561.21 | TYPE A Phase 1 | Fees: $0.49",SMC_scalping;BOS_breakout;Bullish Continuation,OB_mitigation,SMC;Scalping;Wyckoff_Markup
2020-03-03T00:00:00+00:00,GOLD,CLOSE,long,1.1453243614472328,1619.0300930119965,0,0,10.0,0,55.56406670449048,1020.6628158457712,"Take profit hit | TYPE A Phase 1 | Closed 1.1453, Remaining 0.0000 | Gross: $56.57 | Fees: $1.00",,,
2020-03-03T00:00:00+00:00,GOLD,ENTRY,long,0.11964537355948623,1647.7263710866473,1707.6386217329427,1562.4190344566764,10.0,0,0,1000.8943178462954,"SMC Scalping Long. Trigger: OB Low $1564.00, Target: $1707.64, Stop: $1562.42 | TYPE A Phase 1 | Fees: $0.05",SMC_scalping;BOS_breakout;Bullish Continuation,OB_mitigation,SMC;Scalping;Wyckoff_Markup
2020-03-12T00:00:00+00:00,GOLD,CLOSE,long,0.11964537355948623,1558.3960103556358,0,0,10.0,0,-10.793453750116933,1009.8151478154264,"Stop loss hit | TYPE A Phase 1 | Closed 0.1196, Remaining 0.0000 | Gross: $-10.69 | Fees: $0.11",,,
