timestamp,coin,action,side,quantity,price,profit_target,stop_loss,leverage,confidence,pnl,balance_after,reason,confluence_tags,trigger_tags,reasoning_categories
2022-02-02T00:00:00+00:00,AAPL,ENTRY,long,0.8950370903651725,163.94861729962577,182.08943201586763,152.77589595919503,10.0,0,0,985.2856371345907,"SMC Scalping Long. Trigger: BOS Bullish Breakout (Vol Ratio 1.8x), Target: $182.09, Stop: $152.78 | TYPE A Phase 1 | Fees: $0.04",SMC_scalping;BOS_breakout;Bullish Continuation,BOS_breakout,SMC;Scalping;Wyckoff_Markup
2022-02-11T00:00:00+00:00,AAPL,CLOSE,long,0.8950370903651725,152.60784247363992,0,0,10.0,0,-10.228329790227203,989.7716702097728,"Stop loss hit | TYPE A Phase 1 | Closed 0.8950, Remaining 0.0000 | Gross: $-10.15 | Fees: $0.08",,,
2022-03-16T00:00:00+00:00,AAPL,ENTRY,long,1.3789264656564242,198.03581154925078,209.41861528135098,190.85796925772146,10.0,0,0,962.3888919145062,"SMC Scalping Long. Trigger: BOS Bullish Breakout (Vol Ratio 1.3x), Target: $209.42, Stop: $190.86 | TYPE A Phase 1 | Fees: $0.08",SMC_scalping;BOS_breakout;Bullish Continuation,BOS_breakout,SMC;Scalping;Wyckoff_Markup
2022-03-31T00:00:00+00:00,AAPL,CLOSE,long,1.3789264656564242,190.64802549153796,0,0,10.0,0,-10.33460448574656,979.4370657240262,"Stop loss hit | TYPE A Phase 1 | Closed 1.3789, Remaining 0.0000 | Gross: $-10.19 | Fees: $0.15",,,
2022-06-02T00:00:00+00:00,AAPL,ENTRY,short,1.3411175094506498,136.77414877561665,125.00389260689462,144.07729006504195,10.0,0,0,961.0436018411225,"SMC Scalping Short. Trigger: BOS Bearish Breakout (Vol Ratio 1.5x), Target: $125.00, Stop: $144.08 | TYPE A Phase 1 | Fees: $0.05",SMC_scalping;BOS_breakout;Bearish Continuation,BOS_breakout,SMC;Scalping;Wyckoff_Markdown
2022-06-08T00:00:00+00:00,AAPL,CLOSE,short,1.3411175094506498,144.2357750841135,0,0,10.0,0,-10.110556206837598,969.3265095171886,"Stop loss hit | TYPE A Phase 1 | Closed 1.3411, Remaining 0.0000 | Gross: $-10.01 | Fees: $0.10",,,
2022-07-13T00:00:00+00:00,AAPL,ENTRY,short,1.1565115825632637,136.87750840443732,123.31034417826152,145.25897664160618,10.0,0,0,953.4529345144133,"SMC Scalping Short. Trigger: BOS Bearish Breakout (Vol Ratio 1.8x), Target: $123.31, Stop: $145.26 | TYPE A Phase 1 | Fees: $0.04",SMC_scalping;BOS_breakout;Bearish Continuation,BOS_breakout,SMC;Scalping;Wyckoff_Markdown
2022-07-27T00:00:00+00:00,AAPL,CLOSE,short,1.1565115825632637,145.41876151591194,0,0,10.0,0,-9.967839852141164,959.3586696650475,"Stop loss hit | TYPE A Phase 1 | Closed 1.1565, Remaining 0.0000 | Gross: $-9.88 | Fees: $0.09",,,
2022-08-26T00:00:00+00:00,AAPL,ENTRY,short,1.3215294868196172,150.08415874430617,138.42579514635295,157.3436159053706,10.0,0,0,939.4700618601825,"SMC Scalping Short. Trigger: BOS Bearish Breakout (Vol Ratio 1.4x), Target: $138.43, Stop: $157.34 | TYPE A Phase 1 | Fees: $0.05",SMC_scalping;BOS_breakout;Bearish Continuation,BOS_breakout,SMC;Scalping;Wyckoff_Markdown
2022-09-02T00:00:00+00:00,AAPL,CLOSE,short,1.3215294868196172,138.57806352101395,0,0,10.0,0,15.100738315160031,974.4594079802076,"Take profit hit | TYPE A Phase 1 | Closed 1.3215, Remaining 0.0000 | Gross: $15.21 | Fees: $0.10",,,
