timestamp,coin,signal,reasoning,confidence,confluence_tags,trigger_tags,reasoning_categories
2024-01-02T00:00:00+00:00,AAPL,reject,"No clear trend or confluence factors detected. Volatility is low, but no trade signal generated due to lack of indicator alignment and trend strength.",0.0,,,
2024-01-03T00:00:00+00:00,AAPL,entry,Active-Guardian: Market is in Green Zone. 1% risk enforced. Bearish MACD crossover and low RSI detected. Decisive short entry with tight protection.,0.75,MACD_crossover;RSI_oversold,indicator_crossover,trend_following;mean_reversion
2024-01-04T00:00:00+00:00,AAPL,hold,"Active-Guardian: Market is in Green Zone. Holding short position with tight stop loss. Trend Strength Score is -0.09, indicating a bearish trend.",0.75,EMA_alignment;RSI_level;MACD_crossover,indicator_crossover;trend_following,trend_following;mean_reversion
2024-01-05T00:00:00+00:00,AAPL,hold,"Active-Guardian: Holding short position in AAPL. Current price 181.18 is below entry price 184.047325, aligning with bearish MACD crossover and trend strength score -0.04. Volatility Ratio 0.93 indicates ACTIVE (Green Zone) market state.",0.75,MACD_crossover;Trend_Strength,indicator_crossover,trend_following
2024-01-08T00:00:00+00:00,AAPL,close,"Active-Guardian: Current short position in AAPL is underperforming. The MACD crossover is bearish, but the price has moved against our position. Closing to limit losses and reassess market conditions.",0.75,MACD_crossover,stop_loss,risk_management
2024-01-16T00:00:00+00:00,AAPL,entry,Active-Guardian: Market is in Green Zone. Bullish MACD crossover and RSI below 50 detected. Decisive long entry with tight protection.,0.8,MACD_crossover;RSI_undersold;EMA_alignment,indicator_crossover;trend_reversal,trend_following;mean_reversion
2024-01-17T00:00:00+00:00,AAPL,close,Active-Guardian: Closing current long position in AAPL due to underperformance and bearish MACD crossover. Reassessing market conditions for potential re-entry.,0.8,,,trend_following;risk_management
2024-01-18T00:00:00+00:00,AAPL,entry,Active-Guardian: Market is in Green Zone. 1% risk enforced. Bullish MACD crossover and RSI=62.05 detected. Decisive entry with tight protection.,0.82,MACD_crossover;RSI_bullish;Trend_Strength,indicator_crossover;trend_following,trend_following;mean_reversion
2024-01-19T00:00:00+00:00,AAPL,hold,"Active-Guardian: Holding current long position in AAPL. The market is in the Green Zone, and the current price is above the EMA20 and EMA50. The MACD crossover is bullish, and the RSI is above 50. Trend Strength Score is 1.49, indicating a moderate trend.",0.82,EMA_crossover;MACD_bullish;RSI_above_50,indicator_crossover,trend_following
2024-01-22T00:00:00+00:00,AAPL,entry,Active-Guardian: Market is in Green Zone. 1% risk enforced. Bullish MACD crossover and RSI above 70 detected. Decisive entry with tight protection.,0.8,MACD_crossover;RSI_overbought;EMA_alignment,indicator_crossover;trend_strength,trend_following;momentum
2024-01-23T00:00:00+00:00,AAPL,hold,"Active-Guardian: Holding current long position in AAPL. The MACD crossover is bullish, and the price is above EMA20 and EMA50. Trend Strength Score is 1.79, indicating a strong trend. RSI14 is 74.45, which is near overbought levels but still in a bullish zone.",0.8,EMA_crossover;MACD_bullish;Trend_Strength,price_above_ema;macd_crossover,trend_following;mean_reversion
2024-01-24T00:00:00+00:00,AAPL,hold,"Active-Guardian: Holding current long position in AAPL. The market is in the Green Zone, and the current price is above EMA20 and EMA50. Trend strength score is 1.63, indicating a bullish trend. RSI14 is 71.59, which is close to overbought levels, but the MACD crossover is bullish.",0.8,EMA_alignment;MACD_crossover;Trend_strength,trend_following,trend_following
