timestamp,total_balance,total_equity,total_return_pct,num_positions,position_details,total_margin,net_unrealized_pnl,btc_price
2024-01-02T00:00:00+00:00,1000.00,1000.00,0.00,0,No positions,0.00,0.00,
2024-01-03T00:00:00+00:00,792.05,999.14,-0.09,1,AAPL:short:3.3868@184.0473,207.77,-0.69,
2024-01-04T00:00:00+00:00,792.05,1007.07,0.71,1,AAPL:short:3.3868@184.0473,207.77,7.24,
2024-01-05T00:00:00+00:00,792.05,1009.54,0.95,1,AAPL:short:3.3868@184.0473,207.77,9.71,
2024-01-08T00:00:00+00:00,993.84,993.84,-0.62,0,No positions,0.00,0.00,
2024-01-09T00:00:00+00:00,993.84,993.84,-0.62,0,No positions,0.00,0.00,
2024-01-10T00:00:00+00:00,993.84,993.84,-0.62,0,No positions,0.00,0.00,
2024-01-11T00:00:00+00:00,993.84,993.84,-0.62,0,No positions,0.00,0.00,
2024-01-12T00:00:00+00:00,993.84,993.84,-0.62,0,No positions,0.00,0.00,
2024-01-16T00:00:00+00:00,615.63,993.32,-0.67,1,AAPL:long:2.0568@183.8320,378.10,-0.42,
2024-01-17T00:00:00+00:00,990.85,990.85,-0.91,0,No positions,0.00,0.00,
2024-01-18T00:00:00+00:00,925.41,990.40,-0.96,1,AAPL:long:1.7303@188.8375,65.35,-0.36,
2024-01-19T00:00:00+00:00,925.41,995.47,-0.45,1,AAPL:long:1.7303@188.8375,65.35,4.71,
2024-01-22T00:00:00+00:00,955.95,998.30,-0.17,1,AAPL:long:1.0970@194.1033,42.58,-0.23,
2024-01-23T00:00:00+00:00,955.95,999.72,-0.03,1,AAPL:long:1.0970@194.1033,42.58,1.18,
2024-01-24T00:00:00+00:00,955.95,998.97,-0.10,1,AAPL:long:1.0970@194.1033,42.58,0.44,
2024-01-25T00:00:00+00:00,955.95,998.61,-0.14,1,AAPL:long:1.0970@194.1033,42.58,0.07,
2024-01-26T00:00:00+00:00,996.40,996.40,-0.36,0,No positions,0.00,0.00,
2024-01-29T00:00:00+00:00,996.40,996.40,-0.36,0,No positions,0.00,0.00,
2024-01-30T00:00:00+00:00,910.21,995.81,-0.42,1,AAPL:long:2.2861@188.2468,86.07,-0.47,
2024-01-31T00:00:00+00:00,986.91,986.91,-1.31,0,No positions,0.00,0.00,
2024-02-01T00:00:00+00:00,866.28,986.08,-1.39,1,AAPL:long:3.2197@187.0655,120.46,-0.66,
2024-02-02T00:00:00+00:00,976.06,976.06,-2.39,0,No positions,0.00,0.00,
2024-02-05T00:00:00+00:00,818.65,975.41,-2.46,1,AAPL:long:2.5113@187.8864,157.28,-0.52,
2024-02-06T00:00:00+00:00,818.65,979.48,-2.05,1,AAPL:long:2.5113@187.8864,157.28,3.55,
2024-02-07T00:00:00+00:00,818.65,979.75,-2.02,1,AAPL:long:2.5113@187.8864,157.28,3.83,
2024-02-08T00:00:00+00:00,976.36,976.36,-2.36,0,No positions,0.00,0.00,
2024-02-09T00:00:00+00:00,976.36,976.36,-2.36,0,No positions,0.00,0.00,
2024-02-12T00:00:00+00:00,976.36,976.36,-2.36,0,No positions,0.00,0.00,
2024-02-13T00:00:00+00:00,907.31,975.89,-2.41,1,AAPL:long:1.8613@185.2435,68.96,-0.38,
2024-02-14T00:00:00+00:00,973.76,973.76,-2.62,0,No positions,0.00,0.00,
2024-02-15T00:00:00+00:00,973.76,973.76,-2.62,0,No positions,0.00,0.00,
2024-02-16T00:00:00+00:00,973.76,973.76,-2.62,0,No positions,0.00,0.00,
2024-02-20T00:00:00+00:00,973.76,973.76,-2.62,0,No positions,0.00,0.00,
2024-02-21T00:00:00+00:00,973.76,973.76,-2.62,0,No positions,0.00,0.00,
2024-02-22T00:00:00+00:00,973.76,973.76,-2.62,0,No positions,0.00,0.00,
2024-02-23T00:00:00+00:00,973.76,973.76,-2.62,0,No positions,0.00,0.00,
2024-02-26T00:00:00+00:00,973.76,973.76,-2.62,0,No positions,0.00,0.00,
2024-02-27T00:00:00+00:00,928.22,973.45,-2.65,1,AAPL:long:1.2438@182.8309,45.48,-0.25,
2024-02-28T00:00:00+00:00,971.64,971.64,-2.84,0,No positions,0.00,0.00,
2024-02-29T00:00:00+00:00,971.64,971.64,-2.84,0,No positions,0.00,0.00,
2024-03-01T00:00:00+00:00,971.64,971.64,-2.84,0,No positions,0.00,0.00,
2024-03-04T00:00:00+00:00,924.84,971.31,-2.87,1,AAPL:long:1.3329@175.2926,46.73,-0.26,
2024-03-05T00:00:00+00:00,964.37,964.37,-3.56,0,No positions,0.00,0.00,
2024-03-06T00:00:00+00:00,888.46,963.84,-3.62,1,AAPL:long:2.2387@169.3060,75.81,-0.42,
2024-03-07T00:00:00+00:00,963.06,963.06,-3.69,0,No positions,0.00,0.00,
2024-03-08T00:00:00+00:00,907.35,962.67,-3.73,1,AAPL:long:1.6273@170.9178,55.63,-0.31,
2024-03-11T00:00:00+00:00,907.35,965.96,-3.40,1,AAPL:long:1.6273@170.9178,55.63,2.98,
2024-03-12T00:00:00+00:00,907.35,966.74,-3.33,1,AAPL:long:1.6273@170.9178,55.63,3.76,
2024-03-13T00:00:00+00:00,962.94,962.94,-3.71,0,No positions,0.00,0.00,
2024-03-14T00:00:00+00:00,962.94,962.94,-3.71,0,No positions,0.00,0.00,
2024-03-15T00:00:00+00:00,962.94,962.94,-3.71,0,No positions,0.00,0.00,
2024-03-18T00:00:00+00:00,962.94,962.94,-3.71,0,No positions,0.00,0.00,
2024-03-19T00:00:00+00:00,962.94,962.94,-3.71,0,No positions,0.00,0.00,
2024-03-20T00:00:00+00:00,912.70,962.60,-3.74,1,AAPL:long:1.4025@178.8665,50.17,-0.28,
2024-03-21T00:00:00+00:00,952.91,952.91,-4.71,0,No positions,0.00,0.00,
2024-03-22T00:00:00+00:00,952.91,952.91,-4.71,0,No positions,0.00,0.00,
2024-03-25T00:00:00+00:00,952.91,952.91,-4.71,0,No positions,0.00,0.00,
2024-03-26T00:00:00+00:00,952.91,952.91,-4.71,0,No positions,0.00,0.00,
2024-03-27T00:00:00+00:00,952.91,952.91,-4.71,0,No positions,0.00,0.00,
2024-03-28T00:00:00+00:00,863.60,952.30,-4.77,1,AAPL:long:2.5977@171.6686,89.19,-0.49,
2024-04-01T00:00:00+00:00,947.92,947.92,-5.21,0,No positions,0.00,0.00,
2024-04-02T00:00:00+00:00,947.92,947.92,-5.21,0,No positions,0.00,0.00,
2024-04-03T00:00:00+00:00,947.92,947.92,-5.21,0,No positions,0.00,0.00,
2024-04-04T00:00:00+00:00,947.92,947.92,-5.21,0,No positions,0.00,0.00,
2024-04-05T00:00:00+00:00,947.92,947.92,-5.21,0,No positions,0.00,0.00,
2024-04-08T00:00:00+00:00,947.92,947.92,-5.21,0,No positions,0.00,0.00,
2024-04-09T00:00:00+00:00,947.92,947.92,-5.21,0,No positions,0.00,0.00,
2024-04-10T00:00:00+00:00,855.88,947.29,-5.27,1,AAPL:long:2.7363@167.9646,91.92,-0.51,
2024-04-11T00:00:00+00:00,959.56,959.56,-4.04,0,No positions,0.00,0.00,
2024-04-12T00:00:00+00:00,959.56,959.56,-4.04,0,No positions,0.00,0.00,
2024-04-15T00:00:00+00:00,959.56,959.56,-4.04,0,No positions,0.00,0.00,
2024-04-16T00:00:00+00:00,959.56,959.56,-4.04,0,No positions,0.00,0.00,
2024-04-17T00:00:00+00:00,959.56,959.56,-4.04,0,No positions,0.00,0.00,
2024-04-18T00:00:00+00:00,959.56,959.56,-4.04,0,No positions,0.00,0.00,
2024-04-19T00:00:00+00:00,959.56,959.56,-4.04,0,No positions,0.00,0.00,
2024-04-22T00:00:00+00:00,959.56,959.56,-4.04,0,No positions,0.00,0.00,
2024-04-23T00:00:00+00:00,959.56,959.56,-4.04,0,No positions,0.00,0.00,
2024-04-24T00:00:00+00:00,959.56,959.56,-4.04,0,No positions,0.00,0.00,
2024-04-25T00:00:00+00:00,959.56,959.56,-4.04,0,No positions,0.00,0.00,
2024-04-26T00:00:00+00:00,959.56,959.56,-4.04,0,No positions,0.00,0.00,
2024-04-29T00:00:00+00:00,900.88,959.16,-4.08,1,AAPL:long:1.6869@173.6908,58.60,-0.32,
2024-04-30T00:00:00+00:00,953.41,953.41,-4.66,0,No positions,0.00,0.00,
2024-05-01T00:00:00+00:00,953.41,953.41,-4.66,0,No positions,0.00,0.00,
2024-05-02T00:00:00+00:00,953.41,953.41,-4.66,0,No positions,0.00,0.00,
2024-05-03T00:00:00+00:00,953.41,953.41,-4.66,0,No positions,0.00,0.00,
2024-05-06T00:00:00+00:00,953.41,953.41,-4.66,0,No positions,0.00,0.00,
2024-05-07T00:00:00+00:00,953.41,953.41,-4.66,0,No positions,0.00,0.00,
2024-05-08T00:00:00+00:00,953.41,953.41,-4.66,0,No positions,0.00,0.00,
2024-05-09T00:00:00+00:00,953.41,953.41,-4.66,0,No positions,0.00,0.00,
2024-05-10T00:00:00+00:00,953.41,953.41,-4.66,0,No positions,0.00,0.00,
2024-05-13T00:00:00+00:00,953.41,953.41,-4.66,0,No positions,0.00,0.00,
2024-05-14T00:00:00+00:00,953.41,953.41,-4.66,0,No positions,0.00,0.00,
2024-05-15T00:00:00+00:00,953.41,953.41,-4.66,0,No positions,0.00,0.00,
2024-05-16T00:00:00+00:00,953.41,953.41,-4.66,0,No positions,0.00,0.00,
2024-05-17T00:00:00+00:00,953.41,953.41,-4.66,0,No positions,0.00,0.00,
